Time,R0_team,R0_id,R0_x,R0_y,R0_theta,R1_team,R1_id,R1_x,R1_y,R1_theta,R2_team,R2_id,R2_x,R2_y,R2_theta
18.69,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.92,2,1,-7.00,2.00,180.00
18.75,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.87,2,1,-7.00,2.00,180.00
18.80,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.82,2,1,-7.00,2.00,180.00
18.85,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.77,2,1,-7.00,2.00,180.00
18.89,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.72,2,1,-7.00,2.00,180.00
18.95,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.67,2,1,-7.00,2.00,180.00
18.99,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.62,2,1,-7.00,2.00,180.00
19.05,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.57,2,1,-7.00,2.00,180.00
19.09,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.53,2,1,-7.00,2.00,180.00
19.15,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.48,2,1,-7.00,2.00,180.00
19.19,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.43,2,1,-7.00,2.00,180.00
19.25,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.38,2,1,-7.00,2.00,180.00
19.30,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.33,2,1,-7.00,2.00,180.00
19.35,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.28,2,1,-7.00,2.00,180.00
19.39,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.23,2,1,-7.00,2.00,180.00
19.45,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.18,2,1,-7.00,2.00,180.00
19.49,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.13,2,1,-7.00,2.00,180.00
19.55,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.08,2,1,-7.00,2.00,180.00
19.59,1,0,6.00,1.00,180.00,2,0,5.66,0.56,153.03,2,1,-7.00,2.00,180.00
19.65,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.98,2,1,-7.00,2.00,180.00
19.69,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.93,2,1,-7.00,2.00,180.00
19.75,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.88,2,1,-7.00,2.00,180.00
19.80,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.84,2,1,-7.00,2.00,180.00
19.85,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.79,2,1,-7.00,2.00,180.00
19.90,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.74,2,1,-7.00,2.00,180.00
19.95,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.69,2,1,-7.00,2.00,180.00
19.99,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.64,2,1,-7.00,2.00,180.00
20.04,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.59,2,1,-7.00,2.00,180.00
20.10,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.54,2,1,-7.00,2.00,180.00
20.15,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.49,2,1,-7.00,2.00,180.00
20.19,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.44,2,1,-7.00,2.00,180.00
20.25,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.39,2,1,-7.00,2.00,180.00
20.30,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.34,2,1,-7.00,2.00,180.00
20.35,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.29,2,1,-7.00,2.00,180.00
20.40,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.24,2,1,-7.00,2.00,180.00
20.44,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.19,2,1,-7.00,2.00,180.00
20.50,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.14,2,1,-7.00,2.00,180.00
20.54,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.10,2,1,-7.00,2.00,180.00
20.60,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.05,2,1,-7.00,2.00,180.00
20.64,1,0,6.00,1.00,180.00,2,0,5.66,0.56,152.00,2,1,-7.00,2.00,180.00
20.70,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.95,2,1,-7.00,2.00,180.00
20.75,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.90,2,1,-7.00,2.00,180.00
20.80,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.85,2,1,-7.00,2.00,180.00
20.85,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.80,2,1,-7.00,2.00,180.00
20.90,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.75,2,1,-7.00,2.00,180.00
20.95,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.70,2,1,-7.00,2.00,180.00
20.99,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.65,2,1,-7.00,2.00,180.00
21.05,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.60,2,1,-7.00,2.00,180.00
21.10,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.55,2,1,-7.00,2.00,180.00
21.14,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.50,2,1,-7.00,2.00,180.00
21.20,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.45,2,1,-7.00,2.00,180.00
21.25,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.41,2,1,-7.00,2.00,180.00
21.29,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.36,2,1,-7.00,2.00,180.00
21.35,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.31,2,1,-7.00,2.00,180.00
21.40,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.26,2,1,-7.00,2.00,180.00
21.45,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.21,2,1,-7.00,2.00,180.00
21.50,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.16,2,1,-7.00,2.00,180.00
21.55,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.11,2,1,-7.00,2.00,180.00
21.60,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.06,2,1,-7.00,2.00,180.00
21.64,1,0,6.00,1.00,180.00,2,0,5.66,0.56,151.01,2,1,-7.00,2.00,180.00
21.69,1,0,6.00,1.00,180.00,2,0,5.66,0.56,150.96,2,1,-7.00,2.00,180.00
21.74,1,0,6.00,1.00,180.00,2,0,5.66,0.56,150.91,2,1,-7.00,2.00,180.00
21.79,1,0,6.00,1.00,180.00,2,0,5.66,0.56,150.86,2,1,-7.00,2.00,180.00
21.84,1,0,6.00,1.00,180.00,2,0,5.66,0.56,150.81,2,1,-7.00,2.00,180.00
21.89,1,0,6.00,1.00,180.00,2,0,5.66,0.56,150.76,2,1,-7.00,2.00,180.00
21.95,1,0,6.00,1.00,180.00,2,0,5.66,0.56,150.72,2,1,-7.00,2.00,180.00
22.00,1,0,6.00,1.00,180.00,2,0,5.66,0.56,150.67,2,1,-7.00,2.00,180.00
22.04,1,0,6.00,1.00,180.00,2,0,5.66,0.56,150.62,2,1,-7.00,2.00,180.00
22.10,1,0,6.00,1.00,180.00,2,0,5.66,0.56,150.57,2,1,-7.00,2.00,180.00
22.15,1,0,6.00,1.00,180.00,2,0,5.66,0.56,150.52,2,1,-7.00,2.00,180.00
22.20,1,0,6.00,1.00,180.00,2,0,5.66,0.56,150.47,2,1,-7.00,2.00,180.00
22.24,1,0,6.00,1.00,180.00,2,0,5.66,0.56,150.42,2,1,-7.00,2.00,180.00
