Time,R0_team,R0_id,R0_x,R0_y,R0_theta,R1_team,R1_id,R1_x,R1_y,R1_theta,R2_team,R2_id,R2_x,R2_y,R2_theta,R3_team,R3_id,R3_x,R3_y,R3_theta,R4_team,R4_id,R4_x,R4_y,R4_theta,R5_team,R5_id,R5_x,R5_y,R5_theta,R6_team,R6_id,R6_x,R6_y,R6_theta,R7_team,R7_id,R7_x,R7_y,R7_theta,R8_team,R8_id,R8_x,R8_y,R8_theta,R9_team,R9_id,R9_x,R9_y,R9_theta
3.73,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.26,-7.51,228.93,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
3.78,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.26,-7.51,228.88,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
3.83,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.26,-7.51,228.83,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
3.88,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.26,-7.51,228.78,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
3.93,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.26,-7.51,228.73,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
3.98,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.26,-7.51,228.69,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.03,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.26,-7.51,228.64,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.08,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.26,-7.51,228.59,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.13,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.26,-7.51,228.54,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.18,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.27,-7.51,228.50,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.23,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.31,-7.50,228.45,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.28,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.41,-7.48,228.40,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.33,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.51,-7.45,228.35,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.38,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.61,-7.42,228.31,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.43,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.71,-7.40,228.26,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.48,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.81,-7.37,228.21,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.53,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.91,-7.34,228.16,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.58,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.98,-7.31,228.11,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.63,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.95,-7.30,228.07,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.68,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.88,-7.30,228.02,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.73,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.78,-7.31,227.97,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.78,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.68,-7.32,227.92,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.83,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.58,-7.33,227.88,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.88,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.48,-7.34,227.83,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.93,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.48,-7.34,227.78,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
4.98,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.48,-7.34,227.73,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.03,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.48,-7.34,227.68,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.08,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.48,-7.34,227.64,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.13,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.48,-7.34,227.59,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.18,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.48,-7.34,227.54,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.23,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.48,-7.34,227.49,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.28,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.48,-7.34,227.45,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.33,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.48,-7.34,227.40,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.38,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.48,-7.34,227.35,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.43,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.48,-7.34,227.30,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.48,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.48,-7.34,227.25,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.53,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.48,-7.34,227.21,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.58,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.48,-7.34,227.16,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.63,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.48,-7.34,227.11,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.68,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.50,-7.24,227.06,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.73,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.50,-7.24,227.02,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.78,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.50,-7.24,226.97,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.83,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.50,-7.24,226.92,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.88,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.54,-7.14,226.87,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.93,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.59,-7.04,226.83,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
5.98,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.63,-6.94,226.78,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.03,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.68,-6.84,226.73,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.08,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.73,-6.74,226.68,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.13,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.77,-6.64,226.63,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.18,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.80,-6.54,226.59,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.23,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.75,-6.47,226.54,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.28,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.68,-6.42,226.49,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.33,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.58,-6.40,226.44,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.38,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.48,-6.39,226.40,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.43,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.38,-6.39,226.35,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.48,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.28,-6.41,226.30,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.53,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.18,-6.45,226.25,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.58,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.18,-6.45,226.21,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.63,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.18,-6.45,226.16,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.68,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.18,-6.45,226.11,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.73,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.18,-6.45,226.06,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.78,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.18,-6.45,226.01,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.83,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.18,-6.45,225.97,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.88,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.18,-6.45,225.92,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.93,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.18,-6.45,225.87,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
6.98,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.18,-6.45,225.82,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
7.03,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.18,-6.45,225.78,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
7.08,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.18,-6.45,225.73,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
7.13,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.18,-6.45,225.68,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
7.18,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.17,-6.46,225.63,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
7.23,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.15,-6.42,225.59,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
7.28,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.11,-6.32,225.54,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
7.33,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.07,-6.22,225.49,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
7.38,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,6.03,-6.12,225.44,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
7.43,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.98,-6.02,225.39,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
7.48,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.92,-5.92,225.35,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
7.53,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.87,-5.82,225.30,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
7.58,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.79,-5.72,225.25,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
