Time,R0_team,R0_id,R0_x,R0_y,R0_theta,R1_team,R1_id,R1_x,R1_y,R1_theta,R2_team,R2_id,R2_x,R2_y,R2_theta,R3_team,R3_id,R3_x,R3_y,R3_theta,R4_team,R4_id,R4_x,R4_y,R4_theta,R5_team,R5_id,R5_x,R5_y,R5_theta,R6_team,R6_id,R6_x,R6_y,R6_theta,R7_team,R7_id,R7_x,R7_y,R7_theta,R8_team,R8_id,R8_x,R8_y,R8_theta,R9_team,R9_id,R9_x,R9_y,R9_theta
11.53,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.66,-3.49,221.48,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
11.58,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.66,-3.49,221.43,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
11.63,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.66,-3.49,221.39,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
11.68,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.66,-3.49,221.34,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
11.73,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.66,-3.49,221.29,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
11.78,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.66,-3.49,221.24,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
11.83,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.66,-3.49,221.19,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
11.88,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.66,-3.49,221.15,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
11.93,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.66,-3.49,221.10,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
11.98,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.66,-3.49,221.05,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.03,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.66,-3.49,221.00,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.08,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.66,-3.49,220.96,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.13,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.66,-3.49,220.91,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.18,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.66,-3.49,220.86,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.23,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.66,-3.49,220.81,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.28,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.66,-3.49,220.76,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.33,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.66,-3.49,220.72,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.38,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.65,-3.49,220.67,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.43,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.64,-3.49,220.62,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.48,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.63,-3.49,220.57,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.53,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.61,-3.49,220.53,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.58,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.60,-3.49,220.48,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.63,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.59,-3.49,220.43,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.68,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.58,-3.49,220.38,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.73,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.56,-3.49,220.33,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.78,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.55,-3.49,220.29,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.83,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.54,-3.49,220.24,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.88,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.53,-3.49,220.19,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.93,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.51,-3.49,220.14,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
12.98,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.50,-3.49,220.10,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
13.03,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.49,-3.49,220.05,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
13.08,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.48,-3.49,220.00,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
13.13,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.46,-3.49,219.95,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
13.18,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.45,-3.49,219.91,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
13.23,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.44,-3.49,219.86,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
13.28,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.43,-3.49,219.81,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
13.33,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.42,-3.49,219.76,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
13.38,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.40,-3.49,219.71,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
13.43,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.39,-3.49,219.67,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
13.48,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.38,-3.49,219.62,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
13.53,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.37,-3.49,219.57,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
13.58,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.35,-3.49,219.52,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
13.63,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.34,-3.49,219.48,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
13.68,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.33,-3.49,219.43,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
13.73,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.32,-3.49,219.38,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
13.78,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.30,-3.49,219.33,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
13.83,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.29,-3.49,219.28,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
13.88,1,0,6.00,1.00,180.00,1,1,6.00,-1.00,180.00,1,2,6.00,2.00,180.00,1,3,6.00,-3.00,180.00,1,4,6.00,-7.00,180.00,2,0,5.28,-3.49,219.24,2,1,-7.00,2.00,180.00,2,2,-7.00,4.00,180.00,2,3,-7.00,-2.00,180.00,2,4,-7.00,-4.00,180.00
